genome_id	genome_name	mlst	isolation_source	isolation_country	collection_year	host_name	genome_length	genome_status	contigs
1280.10047	Staphylococcus aureus C00013404	MLST.saureus.30					2824385	WGS	48
1280.10048	Staphylococcus aureus C00013406	MLST.saureus.12					2718559	WGS	27
1280.10049	Staphylococcus aureus C00013408	MLST.saureus.3446					2721152	WGS	27
1280.10948	Staphylococcus aureus strain 3688STDY6124971	MLST.saureus.1156	NA	Thailand	2015	Human, Homo sapiens	2825564	WGS	29
1280.10994	Staphylococcus aureus strain 3688STDY6124848	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2852478	WGS	64
1280.11011	Staphylococcus aureus strain 3688STDY6124900	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2808879	WGS	30
1280.11024	Staphylococcus aureus strain 3688STDY6124922	MLST.saureus.7	NA	Thailand	2015	Human, Homo sapiens	2757615	WGS	15
1280.11026	Staphylococcus aureus strain 3688STDY6124923	MLST.saureus.5	NA	Thailand	2015	Human, Homo sapiens	2773120	WGS	35
1280.11029	Staphylococcus aureus strain 3688STDY6124926	MLST.saureus.25	NA	Thailand	2015	Human, Homo sapiens	2753867	WGS	15
1280.11030	Staphylococcus aureus strain 3688STDY6124927	MLST.saureus.779	NA	Thailand	2015	Human, Homo sapiens	2777803	WGS	24
1280.11031	Staphylococcus aureus strain 3688STDY6124929	MLST.saureus.944	NA	Thailand	2015	Human, Homo sapiens	2727678	WGS	17
1280.11032	Staphylococcus aureus strain 3688STDY6124930	MLST.saureus.88	NA	Thailand	2015	Human, Homo sapiens	2786848	WGS	20
1280.11033	Staphylococcus aureus strain 3688STDY6124931	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2795897	WGS	29
1280.11036	Staphylococcus aureus strain 3688STDY6124933	MLST.saureus.239	NA	Thailand	2015	Human, Homo sapiens	2975321	WGS	60
1280.11037	Staphylococcus aureus strain 3688STDY6124934	MLST.saureus.97	NA	Thailand	2015	Human, Homo sapiens	2789324	WGS	23
1280.11038	Staphylococcus aureus strain 3688STDY6124935	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2799945	WGS	29
1280.11039	Staphylococcus aureus strain 3688STDY6124936	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2796554	WGS	32
1280.11040	Staphylococcus aureus strain 3688STDY6124937	MLST.saureus.1179	NA	Thailand	2015	Human, Homo sapiens	2781417	WGS	18
1280.11042	Staphylococcus aureus strain 3688STDY6124878	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2798651	WGS	29
1280.11043	Staphylococcus aureus strain 3688STDY6124939	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2779584	WGS	33
1280.11049	Staphylococcus aureus strain 3688STDY6124949	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2793693	WGS	29
1280.11050	Staphylococcus aureus strain 3688STDY6124879	MLST.saureus.1	NA	Thailand	2015	Human, Homo sapiens	2814778	WGS	12
1280.11054	Staphylococcus aureus strain 3688STDY6124957	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2797538	WGS	31
1280.11118	Staphylococcus aureus strain 3688STDY6124966	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2792148	WGS	30
1280.11150	Staphylococcus aureus strain 3688STDY6125057	MLST.saureus.1155	NA	Thailand	2015	Human, Homo sapiens	2677454	WGS	8
1280.11151	Staphylococcus aureus strain 3688STDY6125107	MLST.saureus.1155	NA	Thailand	2015	Human, Homo sapiens	2717207	WGS	9
1280.11152	Staphylococcus aureus strain 3688STDY6125053	MLST.saureus.7	NA	Thailand	2015	Human, Homo sapiens	2725855	WGS	16
1280.11153	Staphylococcus aureus strain 3688STDY6125103	MLST.saureus.1156	NA	Thailand	2015	Human, Homo sapiens	2754821	WGS	23
1280.11154	Staphylococcus aureus strain 3688STDY6125102	MLST.saureus.88	NA	Thailand	2015	Human, Homo sapiens	2839677	WGS	32
1280.11155	Staphylococcus aureus strain 3688STDY6125058	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2792970	WGS	28
1280.11156	Staphylococcus aureus strain 3688STDY6124951	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2798967	WGS	32
1280.11157	Staphylococcus aureus strain 3688STDY6124950	MLST.saureus.1	NA	Thailand	2015	Human, Homo sapiens	2770625	WGS	14
1280.11158	Staphylococcus aureus strain 3688STDY6124948	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2799139	WGS	32
1280.11159	Staphylococcus aureus strain 3688STDY6124940	MLST.saureus.1	NA	Thailand	2015	Human, Homo sapiens	2814697	WGS	26
1280.11160	Staphylococcus aureus strain 3688STDY6124928	MLST.saureus.88	NA	Thailand	2015	Human, Homo sapiens	2715862	WGS	14
1280.11161	Staphylococcus aureus strain 3688STDY6124876	MLST.saureus.1236	NA	Thailand	2015	Human, Homo sapiens	2752920	WGS	13
1280.11162	Staphylococcus aureus strain 3688STDY6124918	MLST.saureus.88	NA	Thailand	2015	Human, Homo sapiens	2718062	WGS	15
1280.11164	Staphylococcus aureus strain 3688STDY6124909	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2797560	WGS	29
1280.11165	Staphylococcus aureus strain 3688STDY6124896	MLST.saureus.1217	NA	Thailand	2015	Human, Homo sapiens	2712790	WGS	18
1280.11166	Staphylococcus aureus strain 3688STDY6124894	MLST.saureus.88	NA	Thailand	2015	Human, Homo sapiens	2789271	WGS	21
1280.11167	Staphylococcus aureus strain 3688STDY6124893	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2796744	WGS	30
1280.11168	Staphylococcus aureus strain 3688STDY6124892	MLST.saureus.1217	NA	Thailand	2015	Human, Homo sapiens	2700621	WGS	19
1280.11169	Staphylococcus aureus strain 3688STDY6124891	MLST.saureus.97	NA	Thailand	2015	Human, Homo sapiens	2781043	WGS	21
1280.11170	Staphylococcus aureus strain 3688STDY6124882	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2800846	WGS	33
1280.11171	Staphylococcus aureus strain 3688STDY6124883	MLST.saureus.779	NA	Thailand	2015	Human, Homo sapiens	2801580	WGS	23
1280.11172	Staphylococcus aureus strain 3688STDY6124881	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2802028	WGS	30
1280.11173	Staphylococcus aureus strain 3688STDY6124871	MLST.saureus.88	NA	Thailand	2015	Human, Homo sapiens	2827238	WGS	25
1280.11174	Staphylococcus aureus strain 3688STDY6124867	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2799126	WGS	29
1280.11175	Staphylococcus aureus strain 3688STDY6124853	MLST.saureus.188	NA	Thailand	2015	Human, Homo sapiens	2735970	WGS	12
1280.11176	Staphylococcus aureus strain 3688STDY6124856	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2810322	WGS	31
1280.11177	Staphylococcus aureus strain 3688STDY6124851	MLST.saureus.1215	NA	Thailand	2015	Human, Homo sapiens	2831546	WGS	21
1280.11178	Staphylococcus aureus strain 3688STDY6124846	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2800129	WGS	30
1280.11179	Staphylococcus aureus strain 3688STDY6124842	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2790701	WGS	32
1280.11180	Staphylococcus aureus strain 3688STDY6124828	MLST.saureus.1215	NA	Thailand	2015	Human, Homo sapiens	2823960	WGS	18
1280.11181	Staphylococcus aureus strain 3688STDY6124839	MLST.saureus.1	NA	Thailand	2015	Human, Homo sapiens	2778553	WGS	9
1280.11182	Staphylococcus aureus strain 3688STDY6124822	MLST.saureus.239	NA	Thailand	2015	Human, Homo sapiens	2862279	WGS	37
1280.11183	Staphylococcus aureus strain 3688STDY6124816	MLST.saureus.1	NA	Thailand	2015	Human, Homo sapiens	2811123	WGS	9
1280.11184	Staphylococcus aureus strain 3688STDY6124813	MLST.saureus.97	NA	Thailand	2015	Human, Homo sapiens	2732658	WGS	17
1280.11185	Staphylococcus aureus strain 3688STDY6125044	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2796341	WGS	31
1280.11186	Staphylococcus aureus strain 3688STDY6125040	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2796813	WGS	30
1280.11187	Staphylococcus aureus strain 3688STDY6125030	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2837051	WGS	32
1280.11188	Staphylococcus aureus strain 3688STDY6125028	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2792830	WGS	31
1280.11189	Staphylococcus aureus strain 3688STDY6125021	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2790981	WGS	24
1280.11190	Staphylococcus aureus strain 3688STDY6125017	MLST.saureus.97	NA	Thailand	2015	Human, Homo sapiens	2790540	WGS	18
1280.11191	Staphylococcus aureus strain 3688STDY6125002	MLST.saureus.5	NA	Thailand	2015	Human, Homo sapiens	2712931	WGS	17
1280.11192	Staphylococcus aureus strain 3688STDY6124994	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2788066	WGS	30
1280.11193	Staphylococcus aureus strain 3688STDY6124991	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2799915	WGS	32
1280.11194	Staphylococcus aureus strain 3688STDY6124985	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2802783	WGS	32
1280.11196	Staphylococcus aureus strain 3688STDY6124987	MLST.saureus.1	NA	Thailand	2015	Human, Homo sapiens	2824777	WGS	11
1280.11197	Staphylococcus aureus strain 3688STDY6124972	MLST.saureus.88	NA	Thailand	2015	Human, Homo sapiens	2757360	WGS	18
1280.11198	Staphylococcus aureus strain 3688STDY6124969	MLST.saureus.1292	NA	Thailand	2015	Human, Homo sapiens	2714509	WGS	25
1280.11199	Staphylococcus aureus strain 3688STDY6124960	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2792111	WGS	34
1280.11200	Staphylococcus aureus strain 3688STDY6125142	MLST.saureus.97	NA	Thailand	2015	Human, Homo sapiens	2731654	WGS	16
1280.11201	Staphylococcus aureus strain 3688STDY6125056	MLST.saureus.97	NA	Thailand	2015	Human, Homo sapiens	2740067	WGS	19
1280.11202	Staphylococcus aureus strain 3688STDY6125055	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2790813	WGS	27
1280.11203	Staphylococcus aureus strain 3688STDY6125054	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2800266	WGS	37
1280.11204	Staphylococcus aureus strain 3688STDY6125104	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2801380	WGS	36
1280.11205	Staphylococcus aureus strain 3688STDY6125101	MLST.saureus.25	NA	Thailand	2015	Human, Homo sapiens	2753286	WGS	16
1280.11206	Staphylococcus aureus strain 3688STDY6125052	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2795913	WGS	36
1280.11207	Staphylococcus aureus strain 3688STDY6125051	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2796255	WGS	28
1280.11208	Staphylococcus aureus strain 3688STDY6125050	MLST.saureus.779	NA	Thailand	2015	Human, Homo sapiens	2772624	WGS	27
1280.11209	Staphylococcus aureus strain 3688STDY6125060	MLST.saureus.1	NA	Thailand	2015	Human, Homo sapiens	2798236	WGS	11
1280.11210	Staphylococcus aureus strain 3688STDY6125049		NA	Thailand	2015	Human, Homo sapiens	2748176	WGS	18
1280.11211	Staphylococcus aureus strain 3688STDY6125059	MLST.saureus.188	NA	Thailand	2015	Human, Homo sapiens	2835793	WGS	19
1280.11212	Staphylococcus aureus strain 3688STDY6124880	MLST.saureus.291	NA	Thailand	2015	Human, Homo sapiens	2775071	WGS	33
1280.11213	Staphylococcus aureus strain 3688STDY6124958	MLST.saureus.15	NA	Thailand	2015	Human, Homo sapiens	2746053	WGS	23
1280.11214	Staphylococcus aureus strain 3688STDY6124956	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2800896	WGS	33
1280.11215	Staphylococcus aureus strain 3688STDY6124955	MLST.saureus.239	NA	Thailand	2015	Human, Homo sapiens	3004009	WGS	40
1280.11216	Staphylococcus aureus strain 3688STDY6124952	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2790142	WGS	32
1280.11217	Staphylococcus aureus strain 3688STDY6124947	MLST.saureus.15	NA	Thailand	2015	Human, Homo sapiens	2695670	WGS	20
1280.11218	Staphylococcus aureus strain 3688STDY6124946	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2796159	WGS	31
1280.11219	Staphylococcus aureus strain 3688STDY6124945	MLST.saureus.241	NA	Thailand	2015	Human, Homo sapiens	2984688	WGS	53
1280.11220	Staphylococcus aureus strain 3688STDY6124944	MLST.saureus.72	NA	Thailand	2015	Human, Homo sapiens	2719434	WGS	19
1280.11221	Staphylococcus aureus strain 3688STDY6124943	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2798819	WGS	29
1280.11222	Staphylococcus aureus strain 3688STDY6124942	MLST.saureus.1179	NA	Thailand	2015	Human, Homo sapiens	2786000	WGS	20
1280.11223	Staphylococcus aureus strain 3688STDY6124938	MLST.saureus.239	NA	Thailand	2015	Human, Homo sapiens	3045411	WGS	52
1280.11224	Staphylococcus aureus strain 3688STDY6124932	MLST.saureus.25	NA	Thailand	2015	Human, Homo sapiens	2741155	WGS	12
1280.11225	Staphylococcus aureus strain 3688STDY6124877	MLST.saureus.97	NA	Thailand	2015	Human, Homo sapiens	2743205	WGS	18
1280.11226	Staphylococcus aureus strain 3688STDY6124925	MLST.saureus.88	NA	Thailand	2015	Human, Homo sapiens	2784752	WGS	19
1280.11229	Staphylococcus aureus strain 3688STDY6124921	MLST.saureus.2968	NA	Thailand	2015	Human, Homo sapiens	2680066	WGS	8
1280.11230	Staphylococcus aureus strain 3688STDY6124920	MLST.saureus.88	NA	Thailand	2015	Human, Homo sapiens	2769195	WGS	17
1280.11231	Staphylococcus aureus strain 3688STDY6124916	MLST.saureus.7	NA	Thailand	2015	Human, Homo sapiens	2783400	WGS	15
1280.11232	Staphylococcus aureus strain 3688STDY6124912	MLST.saureus.97	NA	Thailand	2015	Human, Homo sapiens	2750451	WGS	20
1280.11233	Staphylococcus aureus strain 3688STDY6124875	MLST.saureus.6	NA	Thailand	2015	Human, Homo sapiens	2795427	WGS	17
1280.11234	Staphylococcus aureus strain 3688STDY6124911	MLST.saureus.1156	NA	Thailand	2015	Human, Homo sapiens	2779010	WGS	25
1280.11235	Staphylococcus aureus strain 3688STDY6124910	MLST.saureus.1	NA	Thailand	2015	Human, Homo sapiens	2812775	WGS	13
1280.11236	Staphylococcus aureus strain 3688STDY6124906	MLST.saureus.5	NA	Thailand	2015	Human, Homo sapiens	2687092	WGS	15
1280.11237	Staphylococcus aureus strain 3688STDY6124905	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2795262	WGS	35
1280.11238	Staphylococcus aureus strain 3688STDY6124904	MLST.saureus.88	NA	Thailand	2015	Human, Homo sapiens	2765497	WGS	16
1280.11239	Staphylococcus aureus strain 3688STDY6124903		NA	Thailand	2015	Human, Homo sapiens	2739185	WGS	14
1280.11241	Staphylococcus aureus strain 3688STDY6124901	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2799483	WGS	33
1280.11242	Staphylococcus aureus strain 3688STDY6124874	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2794649	WGS	31
1280.11243	Staphylococcus aureus strain 3688STDY6124899	MLST.saureus.1292	NA	Thailand	2015	Human, Homo sapiens	2709736	WGS	24
1280.11244	Staphylococcus aureus strain 3688STDY6124897	MLST.saureus.2968	NA	Thailand	2015	Human, Homo sapiens	2678096	WGS	9
1280.11245	Staphylococcus aureus strain 3688STDY6124895	MLST.saureus.72	NA	Thailand	2015	Human, Homo sapiens	2748329	WGS	16
1280.11246	Staphylococcus aureus strain 3688STDY6124873	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2799366	WGS	31
1280.11248	Staphylococcus aureus strain 3688STDY6124889	MLST.saureus.1153	NA	Thailand	2015	Human, Homo sapiens	2834143	WGS	11
1280.11249	Staphylococcus aureus strain 3688STDY6124888	MLST.saureus.6	NA	Thailand	2015	Human, Homo sapiens	2775700	WGS	22
1280.11250	Staphylococcus aureus strain 3688STDY6124886	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2842678	WGS	35
1280.11251	Staphylococcus aureus strain 3688STDY6124885	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2797173	WGS	29
1280.11252	Staphylococcus aureus strain 3688STDY6124884	MLST.saureus.2969	NA	Thailand	2015	Human, Homo sapiens	2796468	WGS	32
1280.11254	Staphylococcus aureus strain 3688STDY6124870	MLST.saureus.15	NA	Thailand	2015	Human, Homo sapiens	2687532	WGS	20
1280.11255	Staphylococcus aureus strain 3688STDY6124869	MLST.saureus.6	NA	Thailand	2015	Human, Homo sapiens	2721409	WGS	18
1280.11256	Staphylococcus aureus strain 3688STDY6124868	MLST.saureus.6	NA	Thailand	2015	Human, Homo sapiens	2721120	WGS	19
1280.11257	Staphylococcus aureus strain 3688STDY6124866	MLST.saureus.12	NA	Thailand	2015	Human, Homo sapiens	2778263	WGS	22
1280.11258	Staphylococcus aureus strain 3688STDY6124865	MLST.saureus.1	NA	Thailand	2015	Human, Homo sapiens	2816131	WGS	24
1280.11259	Staphylococcus aureus strain 3688STDY6124863	MLST.saureus.1156	NA	Thailand	2015	Human, Homo sapiens	2777550	WGS	23
1280.11261	Staphylococcus aureus strain 3688STDY6124861	MLST.saureus.188	NA	Thailand	2015	Human, Homo sapiens	2738662	WGS	14
1280.11262	Staphylococcus aureus strain 3688STDY6124862	MLST.saureus.5495	NA	Thailand	2015	Human, Homo sapiens	2735339	WGS	12
1280.11263	Staphylococcus aureus strain 3688STDY6124860	MLST.saureus.15	NA	Thailand	2015	Human, Homo sapiens	2725902	WGS	20
1280.11264	Staphylococcus aureus strain 3688STDY6124859	MLST.saureus.1155	NA	Thailand	2015	Human, Homo sapiens	2794001	WGS	13
1280.11265	Staphylococcus aureus strain 3688STDY6124858	MLST.saureus.1179	NA	Thailand	2015	Human, Homo sapiens	2771338	WGS	20
1280.11266	Staphylococcus aureus strain 3688STDY6124855	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2782953	WGS	28
1280.11267	Staphylococcus aureus strain 3688STDY6124854	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2796177	WGS	31
1280.11268	Staphylococcus aureus strain 3688STDY6124852	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2844417	WGS	31
1280.11269	Staphylococcus aureus strain 3688STDY6124850	MLST.saureus.101	NA	Thailand	2015	Human, Homo sapiens	2739760	WGS	17
1280.11270	Staphylococcus aureus strain 3688STDY6124845	MLST.saureus.1153	NA	Thailand	2015	Human, Homo sapiens	2757259	WGS	12
1280.11271	Staphylococcus aureus strain 3688STDY6124849	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2801060	WGS	32
1280.11272	Staphylococcus aureus strain 3688STDY6124844	MLST.saureus.101	NA	Thailand	2015	Human, Homo sapiens	2694758	WGS	14
1280.11273	Staphylococcus aureus strain 3688STDY6124847	MLST.saureus.97	NA	Thailand	2015	Human, Homo sapiens	2721746	WGS	15
1280.11274	Staphylococcus aureus strain 3688STDY6124843	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2812935	WGS	36
1280.11275	Staphylococcus aureus strain 3688STDY6124841	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2827945	WGS	32
1280.11276	Staphylococcus aureus strain 3688STDY6124840	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2793558	WGS	28
1280.11277	Staphylococcus aureus strain 3688STDY6124838	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2797263	WGS	35
1280.11278	Staphylococcus aureus strain 3688STDY6124837	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2795347	WGS	42
1280.11279	Staphylococcus aureus strain 3688STDY6124835	MLST.saureus.101	NA	Thailand	2015	Human, Homo sapiens	2736871	WGS	14
1280.11280	Staphylococcus aureus strain 3688STDY6124836	MLST.saureus.97	NA	Thailand	2015	Human, Homo sapiens	2739546	WGS	18
1280.11281	Staphylococcus aureus strain 3688STDY6124833	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2787623	WGS	27
1280.11282	Staphylococcus aureus strain 3688STDY6124832	MLST.saureus.15	NA	Thailand	2015	Human, Homo sapiens	2731838	WGS	17
1280.11283	Staphylococcus aureus strain 3688STDY6124834	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2804431	WGS	33
1280.11284	Staphylococcus aureus strain 3688STDY6124831	MLST.saureus.6	NA	Thailand	2015	Human, Homo sapiens	2753335	WGS	15
1280.11285	Staphylococcus aureus strain 3688STDY6124829	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2795596	WGS	29
1280.11286	Staphylococcus aureus strain 3688STDY6124826	MLST.saureus.1	NA	Thailand	2015	Human, Homo sapiens	2812218	WGS	20
1280.11287	Staphylococcus aureus strain 3688STDY6124825	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2793050	WGS	37
1280.11288	Staphylococcus aureus strain 3688STDY6124824	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2797355	WGS	39
1280.11289	Staphylococcus aureus strain 3688STDY6124820	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2800554	WGS	35
1280.11290	Staphylococcus aureus strain 3688STDY6124819	MLST.saureus.12	NA	Thailand	2015	Human, Homo sapiens	2777468	WGS	20
1280.11291	Staphylococcus aureus strain 3688STDY6124818	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2795145	WGS	32
1280.11292	Staphylococcus aureus strain 3688STDY6124817	MLST.saureus.239	NA	Thailand	2015	Human, Homo sapiens	2964051	WGS	47
1280.11293	Staphylococcus aureus strain 3688STDY6124815	MLST.saureus.88	NA	Thailand	2015	Human, Homo sapiens	2757670	WGS	19
1280.11294	Staphylococcus aureus strain 3688STDY6124814	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2842272	WGS	35
1280.11295	Staphylococcus aureus strain 3688STDY6124812	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2801662	WGS	31
1280.11296	Staphylococcus aureus strain 3688STDY6124968	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2818134	WGS	48
1280.11297	Staphylococcus aureus strain 3688STDY6125048		NA	Thailand	2015	Human, Homo sapiens	2756526	WGS	13
1280.11298	Staphylococcus aureus strain 3688STDY6125047	MLST.saureus.88	NA	Thailand	2015	Human, Homo sapiens	2740242	WGS	14
1280.11299	Staphylococcus aureus strain 3688STDY6125046	MLST.saureus.7	NA	Thailand	2015	Human, Homo sapiens	2801626	WGS	16
1280.11300	Staphylococcus aureus strain 3688STDY6125045	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2844797	WGS	34
1280.11301	Staphylococcus aureus strain 3688STDY6125043	MLST.saureus.1156	NA	Thailand	2015	Human, Homo sapiens	2755520	WGS	23
1280.11302	Staphylococcus aureus strain 3688STDY6125042	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2794024	WGS	31
1280.11303	Staphylococcus aureus strain 3688STDY6125041	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2799823	WGS	33
1280.11304	Staphylococcus aureus strain 3688STDY6124967	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2792074	WGS	32
1280.11305	Staphylococcus aureus strain 3688STDY6125039	MLST.saureus.121	NA	Thailand	2015	Human, Homo sapiens	2794374	WGS	28
