genome_id	genome_name	mlst	isolation_source	isolation_country	collection_year	host_name	genome_length	genome_status	contigs
470.10036	Acinetobacter baumannii SRR3170262	MLST.abaumannii_2.78		USA		Human, Homo sapiens	3931393	WGS	22
470.10038	Acinetobacter baumannii SRR3170264	MLST.abaumannii_2.3		USA		Human, Homo sapiens	4022860	WGS	60
470.10039	Acinetobacter baumannii SRR3170263	MLST.abaumannii_2.19		USA		Human, Homo sapiens	3912499	WGS	61
470.10040	Acinetobacter baumannii SRR3170267	MLST.abaumannii_2.136		USA		Human, Homo sapiens	3970576	WGS	57
470.10041	Acinetobacter baumannii SRR3170266	MLST.abaumannii_2.3		USA		Human, Homo sapiens	4066961	WGS	56
470.10042	Acinetobacter baumannii SRR3170268	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3895439	WGS	64
470.10043	Acinetobacter baumannii SRR3170587	MLST.abaumannii_2.16		USA		Human, Homo sapiens	3890690	WGS	41
470.10044	Acinetobacter baumannii SRR3170530	MLST.abaumannii_2.3		USA		Human, Homo sapiens	4001074	WGS	71
470.10045	Acinetobacter baumannii SRR3170591	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3862876	WGS	42
470.10046	Acinetobacter baumannii SRR3170592	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3977483	WGS	69
470.10047	Acinetobacter baumannii SRR3170590	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3904530	WGS	38
470.10048	Acinetobacter baumannii SRR3170589	MLST.abaumannii_2.19		USA		Human, Homo sapiens	3965285	WGS	59
470.10049	Acinetobacter baumannii SRR3170588	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3913947	WGS	88
470.10050	Acinetobacter baumannii SRR3170593	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3859407	WGS	55
470.10051	Acinetobacter baumannii SRR3170594	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3936447	WGS	62
470.10052	Acinetobacter baumannii SRR3170595	MLST.abaumannii_2.412		USA		Human, Homo sapiens	3899578	WGS	71
470.10053	Acinetobacter baumannii SRR3170596	MLST.abaumannii_2.2		USA		Human, Homo sapiens	4082526	WGS	78
470.10054	Acinetobacter baumannii SRR3170597	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3908102	WGS	65
470.10055	Acinetobacter baumannii SRR3170598	MLST.abaumannii_2.2		USA		Human, Homo sapiens	4066466	WGS	112
470.10056	Acinetobacter baumannii SRR3170599	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3936875	WGS	72
470.10057	Acinetobacter baumannii SRR3170605	MLST.abaumannii_2.32		USA		Human, Homo sapiens	3806597	WGS	101
470.10058	Acinetobacter baumannii SRR3170600	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3954959	WGS	80
470.10059	Acinetobacter baumannii SRR3170602	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3993991	WGS	98
470.10060	Acinetobacter baumannii SRR3170601	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3933328	WGS	83
470.10061	Acinetobacter baumannii SRR3170604	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4235363	WGS	76
470.10062	Acinetobacter baumannii SRR3170603	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4136678	WGS	85
470.10063	Acinetobacter baumannii SRR3170606	MLST.abaumannii_2.3		USA		Human, Homo sapiens	4000586	WGS	69
470.10064	Acinetobacter baumannii SRR3170733	MLST.abaumannii_2.1		USA		Human, Homo sapiens	3949520	WGS	71
470.10065	Acinetobacter baumannii SRR3170735	MLST.abaumannii_2.85		USA		Human, Homo sapiens	3994519	WGS	39
470.10066	Acinetobacter baumannii SRR3170734	MLST.abaumannii_2.81		USA		Human, Homo sapiens	4214867	WGS	91
470.10067	Acinetobacter baumannii SRR3170609	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4136236	WGS	86
470.10068	Acinetobacter baumannii SRR3170608	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3946552	WGS	81
470.10069	Acinetobacter baumannii SRR3170612	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3890254	WGS	54
470.10070	Acinetobacter baumannii SRR3170610	MLST.abaumannii_2.1		USA		Human, Homo sapiens	4002239	WGS	45
470.10071	Acinetobacter baumannii SRR3170740	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3909178	WGS	70
470.10072	Acinetobacter baumannii SRR3170738	MLST.abaumannii_2.20		USA		Human, Homo sapiens	4010445	WGS	80
470.10073	Acinetobacter baumannii SRR3170739	MLST.abaumannii_2.1		USA		Human, Homo sapiens	4039888	WGS	53
470.10074	Acinetobacter baumannii SRR3170768	MLST.abaumannii_2.195		USA		Human, Homo sapiens	3973447	WGS	78
470.10075	Acinetobacter baumannii SRR3170737	MLST.abaumannii_2.195		USA		Human, Homo sapiens	4085586	WGS	83
470.10076	Acinetobacter baumannii SRR3170769	MLST.abaumannii_2.1		USA		Human, Homo sapiens	3964701	WGS	72
470.10077	Acinetobacter baumannii SRR3170770	MLST.abaumannii_2.1		USA		Human, Homo sapiens	4027126	WGS	67
470.10078	Acinetobacter baumannii SRR3170736	MLST.abaumannii_2.94		USA		Human, Homo sapiens	4027533	WGS	105
470.10079	Acinetobacter baumannii SRR3170771	MLST.abaumannii_2.1		USA		Human, Homo sapiens	3960269	WGS	66
470.10080	Acinetobacter baumannii SRR3170772	MLST.abaumannii_2.1		USA		Human, Homo sapiens	3962372	WGS	67
470.10081	Acinetobacter baumannii SRR3170773	MLST.abaumannii_2.1		USA		Human, Homo sapiens	3962440	WGS	65
470.10082	Acinetobacter baumannii SRR3170781	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4327586	WGS	96
470.10083	Acinetobacter baumannii SRR3170777	MLST.abaumannii_2.1		USA		Human, Homo sapiens	3957981	WGS	67
470.10084	Acinetobacter baumannii SRR3170780	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4322433	WGS	90
470.10085	Acinetobacter baumannii SRR3170774	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4322380	WGS	92
470.10086	Acinetobacter baumannii SRR3170779	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4325346	WGS	91
470.10087	Acinetobacter baumannii SRR3170775	MLST.abaumannii_2.1		USA		Human, Homo sapiens	3961984	WGS	67
470.10088	Acinetobacter baumannii SRR3170778	MLST.abaumannii_2.1		USA		Human, Homo sapiens	3957377	WGS	70
470.10089	Acinetobacter baumannii SRR3170782	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4314406	WGS	91
470.10090	Acinetobacter baumannii SRR3170776	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4322350	WGS	94
470.10091	Acinetobacter baumannii SRR3170784	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4307371	WGS	91
470.10092	Acinetobacter baumannii SRR3170783	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4157879	WGS	85
470.10093	Acinetobacter baumannii SRR3197593	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4215437	WGS	91
470.10094	Acinetobacter baumannii SRR3197592	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4218891	WGS	91
470.10095	Acinetobacter baumannii SRR3170789	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4239489	WGS	89
470.10096	Acinetobacter baumannii SRR3197175	MLST.abaumannii_2.48		USA		Human, Homo sapiens	3742365	WGS	34
470.10097	Acinetobacter baumannii SRR3197589	MLST.abaumannii_2.71		USA		Human, Homo sapiens	4305298	WGS	75
470.10098	Acinetobacter baumannii SRR3197590	MLST.abaumannii_2.19		USA		Human, Homo sapiens	3937379	WGS	70
470.10099	Acinetobacter baumannii SRR3170788	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4319779	WGS	94
470.10100	Acinetobacter baumannii SRR3170786	MLST.abaumannii_2.1		USA		Human, Homo sapiens	3958066	WGS	67
470.10101	Acinetobacter baumannii SRR3170787	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4319214	WGS	97
470.10102	Acinetobacter baumannii SRR3197591	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3890944	WGS	56
470.10103	Acinetobacter baumannii SRR3170785	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4317852	WGS	94
470.10104	Acinetobacter baumannii SRR3197594	MLST.abaumannii_2.32		USA		Human, Homo sapiens	4074894	WGS	120
470.10105	Acinetobacter baumannii SRR3197596	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3859947	WGS	39
470.10106	Acinetobacter baumannii SRR3197597	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3854645	WGS	40
470.10107	Acinetobacter baumannii SRR3197600	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3915675	WGS	75
470.10108	Acinetobacter baumannii SRR3197595	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3906460	WGS	61
470.10109	Acinetobacter baumannii SRR3197599	MLST.abaumannii_2.32		USA		Human, Homo sapiens	3868163	WGS	107
470.10110	Acinetobacter baumannii SRR3197602	MLST.abaumannii_2.415		USA		Human, Homo sapiens	4011162	WGS	87
470.10111	Acinetobacter baumannii SRR3197603	MLST.abaumannii_2.164		USA		Human, Homo sapiens	3673678	WGS	14
470.10112	Acinetobacter baumannii SRR3197606	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3907281	WGS	80
470.10113	Acinetobacter baumannii SRR3197604	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3944905	WGS	68
470.10114	Acinetobacter baumannii SRR3197605	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3915796	WGS	75
470.10115	Acinetobacter baumannii SRR3216439	MLST.abaumannii_2.19		USA		Human, Homo sapiens	3963660	WGS	69
470.10116	Acinetobacter baumannii SRR3197609	MLST.abaumannii_2.2		USA		Human, Homo sapiens	4120258	WGS	111
470.10117	Acinetobacter baumannii SRR3197610	MLST.abaumannii_2.967		USA		Human, Homo sapiens	3875128	WGS	40
470.10118	Acinetobacter baumannii SRR3216442	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3957681	WGS	84
470.10119	Acinetobacter baumannii SRR3197608	MLST.abaumannii_2.19		USA		Human, Homo sapiens	3908361	WGS	61
470.10120	Acinetobacter baumannii SRR3197607	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3944535	WGS	66
470.10121	Acinetobacter baumannii SRR3216436	MLST.abaumannii_2.81		USA		Human, Homo sapiens	4032569	WGS	51
470.10122	Acinetobacter baumannii SRR3216437	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4320873	WGS	91
470.10123	Acinetobacter baumannii SRR3216440	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3929001	WGS	67
470.10124	Acinetobacter baumannii SRR3216441	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3921646	WGS	97
470.10125	Acinetobacter baumannii SRR3217267	MLST.abaumannii_2.48		USA		Human, Homo sapiens	3822271	WGS	35
470.10126	Acinetobacter baumannii SRR3217322	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3925993	WGS	93
470.10127	Acinetobacter baumannii SRR3217268	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3861778	WGS	41
470.10128	Acinetobacter baumannii SRR3217273	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3963789	WGS	113
470.10129	Acinetobacter baumannii SRR3217321	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3892504	WGS	78
470.10130	Acinetobacter baumannii SRR3217323	MLST.abaumannii_2.3		USA		Human, Homo sapiens	9471370	WGS	152
470.10131	Acinetobacter baumannii SRR3217269	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3940320	WGS	71
470.10132	Acinetobacter baumannii SRR3217328	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3895225	WGS	76
470.10133	Acinetobacter baumannii SRR3217324	MLST.abaumannii_2.515		USA		Human, Homo sapiens	4037776	WGS	47
470.10134	Acinetobacter baumannii SRR3217325	MLST.abaumannii_2.3		USA		Human, Homo sapiens	4065326	WGS	56
470.10135	Acinetobacter baumannii SRR3217272	MLST.abaumannii_2.1115		USA		Human, Homo sapiens	4193710	WGS	61
470.10136	Acinetobacter baumannii SRR3217271	MLST.abaumannii_2.3		USA		Human, Homo sapiens	9250488	WGS	154
470.10137	Acinetobacter baumannii SRR3217394	MLST.abaumannii_2.971		USA		Human, Homo sapiens	4068044	WGS	48
470.10138	Acinetobacter baumannii SRR3217392	MLST.abaumannii_2.19		USA		Human, Homo sapiens	3806059	WGS	62
470.10139	Acinetobacter baumannii SRR3217388	MLST.abaumannii_2.3		USA		Human, Homo sapiens	4000142	WGS	66
470.10140	Acinetobacter baumannii SRR3217389	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3871037	WGS	91
470.10141	Acinetobacter baumannii SRR3217331	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3864496	WGS	62
470.10142	Acinetobacter baumannii SRR3217390	MLST.abaumannii_2.48		USA		Human, Homo sapiens	3784766	WGS	34
470.10143	Acinetobacter baumannii SRR3217387	MLST.abaumannii_2.1		USA		Human, Homo sapiens	3953944	WGS	82
470.10144	Acinetobacter baumannii SRR3217391	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3913487	WGS	84
470.10145	Acinetobacter baumannii SRR3217329	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3939508	WGS	66
470.10146	Acinetobacter baumannii SRR3217330	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3859818	WGS	45
470.10147	Acinetobacter baumannii SRR3217396	MLST.abaumannii_2.136		USA		Human, Homo sapiens	4035038	WGS	40
470.10148	Acinetobacter baumannii SRR3217399	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3927871	WGS	69
470.10149	Acinetobacter baumannii SRR3217395	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3930537	WGS	84
470.10150	Acinetobacter baumannii SRR3217403	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3856657	WGS	73
470.10151	Acinetobacter baumannii SRR3217398	MLST.abaumannii_2.2		USA		Human, Homo sapiens	4034576	WGS	68
470.10152	Acinetobacter baumannii SRR3217401	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3882578	WGS	41
470.10153	Acinetobacter baumannii SRR3217400	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3854395	WGS	74
470.10154	Acinetobacter baumannii SRR3217332	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3953718	WGS	62
470.10155	Acinetobacter baumannii SRR3217402	MLST.abaumannii_2.2		USA		Human, Homo sapiens	4058792	WGS	112
470.10156	Acinetobacter baumannii SRR3217397	MLST.abaumannii_2.3		USA		Human, Homo sapiens	4058233	WGS	76
470.10157	Acinetobacter baumannii SRR3217404	MLST.abaumannii_2.2		USA		Human, Homo sapiens	4055473	WGS	116
470.10158	Acinetobacter baumannii SRR3217405	MLST.abaumannii_2.412		USA		Human, Homo sapiens	3846762	WGS	42
470.10159	Acinetobacter baumannii SRR3218389	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3908105	WGS	114
470.10160	Acinetobacter baumannii SRR3218384	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3931659	WGS	82
470.10161	Acinetobacter baumannii SRR3218385	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3885182	WGS	67
470.10162	Acinetobacter baumannii SRR3218388	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3939283	WGS	87
470.10163	Acinetobacter baumannii SRR3218383	MLST.abaumannii_2.10		USA		Human, Homo sapiens	3854176	WGS	67
470.10164	Acinetobacter baumannii SRR3218386	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3996850	WGS	100
470.10165	Acinetobacter baumannii SRR3218387	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3930030	WGS	76
470.10166	Acinetobacter baumannii SRR3217406	MLST.abaumannii_2.372		USA		Human, Homo sapiens	3768747	WGS	122
470.10167	Acinetobacter baumannii SRR3217407	MLST.abaumannii_2.32		USA		Human, Homo sapiens	3915469	WGS	119
470.10168	Acinetobacter baumannii SRR3218381	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3998402	WGS	75
470.10169	Acinetobacter baumannii SRR3218382	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3948289	WGS	101
470.10170	Acinetobacter baumannii SRR3218395	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3917742	WGS	95
470.10171	Acinetobacter baumannii SRR3218392	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3899624	WGS	93
470.10172	Acinetobacter baumannii SRR3218396	MLST.abaumannii_2.3		USA		Human, Homo sapiens	4026751	WGS	49
470.10173	Acinetobacter baumannii SRR3218394	MLST.abaumannii_2.437		USA		Human, Homo sapiens	4036434	WGS	49
470.10174	Acinetobacter baumannii SRR3218391	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3948801	WGS	79
470.10175	Acinetobacter baumannii SRR3218397	MLST.abaumannii_2.625		USA		Human, Homo sapiens	3920677	WGS	68
470.10176	Acinetobacter baumannii SRR3218398	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3912403	WGS	73
470.10177	Acinetobacter baumannii SRR3218393	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3930697	WGS	81
470.10178	Acinetobacter baumannii SRR3218390	MLST.abaumannii_2.1		USA		Human, Homo sapiens	4083344	WGS	73
470.10179	Acinetobacter baumannii SRR3218399	MLST.abaumannii_2.464		USA		Human, Homo sapiens	3916087	WGS	58
470.10180	Acinetobacter baumannii SRR3218400	MLST.abaumannii_2.3		USA		Human, Homo sapiens	4007478	WGS	84
470.10181	Acinetobacter baumannii SRR3222487	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3986525	WGS	84
470.10182	Acinetobacter baumannii SRR3222485	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3943957	WGS	62
470.10183	Acinetobacter baumannii SRR3222486	MLST.abaumannii_2.501		USA		Human, Homo sapiens	4038486	WGS	119
470.10184	Acinetobacter baumannii SRR3222488	MLST.abaumannii_2.625		USA		Human, Homo sapiens	4048562	WGS	38
470.10185	Acinetobacter baumannii SRR3222489	MLST.abaumannii_2.19		USA		Human, Homo sapiens	3921164	WGS	70
470.10186	Acinetobacter baumannii SRR3218402	MLST.abaumannii_2.2		USA		Human, Homo sapiens	4026219	WGS	104
470.10187	Acinetobacter baumannii SRR3218401	MLST.abaumannii_2.10		USA		Human, Homo sapiens	3890044	WGS	75
470.10188	Acinetobacter baumannii SRR3222484	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3970844	WGS	68
470.10189	Acinetobacter baumannii SRR3222491	MLST.abaumannii_2.32		USA		Human, Homo sapiens	4019995	WGS	94
470.10190	Acinetobacter baumannii SRR3222492	MLST.abaumannii_2.19		USA		Human, Homo sapiens	3897880	WGS	67
470.10191	Acinetobacter baumannii SRR3222490	MLST.abaumannii_2.19		USA		Human, Homo sapiens	3869439	WGS	55
470.10192	Acinetobacter baumannii SRR3223161	MLST.abaumannii_2.150		USA		Human, Homo sapiens	3856650	WGS	43
470.10193	Acinetobacter baumannii SRR3222498	MLST.abaumannii_2.2		USA		Human, Homo sapiens	4002368	WGS	92
470.10194	Acinetobacter baumannii SRR3222497	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3767574	WGS	47
470.10195	Acinetobacter baumannii SRR3222499	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3933196	WGS	67
470.10196	Acinetobacter baumannii SRR3222493	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3937753	WGS	73
470.10197	Acinetobacter baumannii SRR3223162	MLST.abaumannii_2.20		USA		Human, Homo sapiens	3860924	WGS	63
470.10198	Acinetobacter baumannii SRR3222494	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3943174	WGS	76
470.10199	Acinetobacter baumannii SRR3222495	MLST.abaumannii_2.2		USA		Human, Homo sapiens	4058235	WGS	82
470.10200	Acinetobacter baumannii SRR3222496	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3822144	WGS	44
470.10201	Acinetobacter baumannii SRR3223163	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3958050	WGS	83
470.10202	Acinetobacter baumannii SRR3223164	MLST.abaumannii_2.1		USA		Human, Homo sapiens	3747368	WGS	13
470.10203	Acinetobacter baumannii SRR3223170	MLST.abaumannii_2.32		USA		Human, Homo sapiens	3914161	WGS	117
470.10204	Acinetobacter baumannii SRR3223169	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4340816	WGS	83
470.10205	Acinetobacter baumannii SRR3223168	MLST.abaumannii_2.2		USA		Human, Homo sapiens	4002495	WGS	89
470.10206	Acinetobacter baumannii SRR3223167	MLST.abaumannii_2.2		USA		Human, Homo sapiens	4040844	WGS	106
470.10207	Acinetobacter baumannii SRR3223166	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3853282	WGS	81
470.10208	Acinetobacter baumannii SRR3223165	MLST.abaumannii_2.412		USA		Human, Homo sapiens	4151893	WGS	57
470.10209	Acinetobacter baumannii SRR3223171	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3886733	WGS	60
470.10210	Acinetobacter baumannii SRR3223173	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3888808	WGS	55
470.10211	Acinetobacter baumannii SRR3223172	MLST.abaumannii_2.32		USA		Human, Homo sapiens	4070396	WGS	121
470.10212	Acinetobacter baumannii SRR3223174	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3844474	WGS	88
470.10213	Acinetobacter baumannii SRR3223175	MLST.abaumannii_2.2		USA		Human, Homo sapiens	4002471	WGS	87
470.10214	Acinetobacter baumannii SRR3223179	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3933163	WGS	82
470.10215	Acinetobacter baumannii SRR3223177	MLST.abaumannii_2.32		USA		Human, Homo sapiens	3917426	WGS	115
470.10216	Acinetobacter baumannii SRR3223180	MLST.abaumannii_2.967		USA		Human, Homo sapiens	3873485	WGS	42
470.10217	Acinetobacter baumannii SRR3223178	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3847027	WGS	82
470.10218	Acinetobacter baumannii SRR3223176	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3905571	WGS	78
470.10219	Acinetobacter baumannii SRR3223465	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3999102	WGS	69
470.10220	Acinetobacter baumannii SRR3223466	MLST.abaumannii_2.10		USA		Human, Homo sapiens	3811268	WGS	81
470.10221	Acinetobacter baumannii SRR3223467	MLST.abaumannii_2.10		USA		Human, Homo sapiens	3816905	WGS	74
470.10222	Acinetobacter baumannii SRR3223469	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3962462	WGS	117
470.10223	Acinetobacter baumannii SRR3223471	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3854290	WGS	73
470.10224	Acinetobacter baumannii SRR3223470	MLST.abaumannii_2.78		USA		Human, Homo sapiens	3837871	WGS	34
470.10225	Acinetobacter baumannii SRR3223474	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3857224	WGS	95
470.10226	Acinetobacter baumannii SRR3223479	MLST.abaumannii_2.2		USA		Human, Homo sapiens	3929121	WGS	84
470.10227	Acinetobacter baumannii SRR3223472	MLST.abaumannii_2.25		USA		Human, Homo sapiens	4322833	WGS	102
470.10228	Acinetobacter baumannii SRR3223480	MLST.abaumannii_2.3		USA		Human, Homo sapiens	3856584	WGS	44
